filename,original_class
dark_augmented_50072179_001150.jpg,dark
dark_augmented_55121953_000819.jpg,dark
dark_augmented_55472883_003323.jpg,dark
dark_augmented_55517981_000839.jpg,dark
dark_augmented_58733982_001188.jpg,dark
dark_augmented_58734018_003081.jpg,dark
dark_augmented_58768842_000996.jpg,dark
dark_augmented_59024565_002184.jpg,dark
dark_augmented_59403742_003819.jpg,dark
dark_augmented_59458539_004167.jpg,dark
dark_augmented_59459624_003157.jpg,dark
dark_augmented_59460264_000254.jpg,dark
dark_augmented_59884976_002989.jpg,dark
dark_augmented_59885951_002182.jpg,dark
dark_augmented_59941067_002629.jpg,dark
dark_augmented_60160036_002590.jpg,dark
dark_augmented_60304424_002274.jpg,dark
dark_augmented_60305058_003918.jpg,dark
dark_augmented_60950750_003431.jpg,dark
dark_augmented_61380586_001752.jpg,dark
dark_augmented_62200960_003071.jpg,dark
dark_augmented_62650959_000998.jpg,dark
dark_augmented_63800127_002799.jpg,dark
dark_augmented_64034374_001896.jpg,dark
dark_augmented_64116599_001131.jpg,dark
dark_augmented_64319119_001282.jpg,dark
dark_augmented_64810003_004344.jpg,dark
dark_augmented_64824179_003756.jpg,dark
dark_augmented_64878977_003105.jpg,dark
dark_augmented_65190385_001671.jpg,dark
dark_augmented_65644967_000628.jpg,dark
dark_augmented_65649144_002332.jpg,dark
dark_augmented_66025309_004188.jpg,dark
dark_augmented_66046196_001020.jpg,dark
dark_augmented_66302519_001566.jpg,dark
dark_augmented_67440200_003122.jpg,dark
dark_augmented_67715134_000428.jpg,dark
dark_augmented_67715274_001538.jpg,dark
dark_augmented_69231124_002672.jpg,dark
dark_augmented_69875342_003162.jpg,dark
dark_augmented_70293799_004073.jpg,dark
dark_augmented_70914337_004353.jpg,dark
dark_augmented_71015091_001512.jpg,dark
dark_augmented_72001596_001342.jpg,dark
dark_augmented_72583017_000633.jpg,dark
dark_augmented_72718711_001889.jpg,dark
dark_augmented_72994319_001181.jpg,dark
dark_augmented_73631212_000645.jpg,dark
dark_augmented_73911939_003920.jpg,dark
dark_augmented_73924095_002481.jpg,dark
dark_augmented_74116352_002579.jpg,dark
dark_augmented_74678938_004679.jpg,dark
dark_augmented_74803539_000853.jpg,dark
dark_augmented_74851320_004366.jpg,dark
dark_augmented_74852183_000345.jpg,dark
dark_augmented_75524545_001737.jpg,dark
dark_augmented_75779083_002650.jpg,dark
dark_augmented_76008328_004663.jpg,dark
dark_augmented_76609275_002425.jpg,dark
dark_augmented_76687736_000891.jpg,dark
dark_augmented_76817534_001321.jpg,dark
dark_augmented_76956590_004582.jpg,dark
dark_augmented_77002561_000770.jpg,dark
dark_augmented_77026142_001928.jpg,dark
dark_augmented_77233152_004542.jpg,dark
dark_augmented_77320255_001410.jpg,dark
dark_augmented_77563987_003589.jpg,dark
dark_augmented_77606524_004618.jpg,dark
dark_augmented_77607595_002950.jpg,dark
dark_augmented_77832360_001095.jpg,dark
dark_augmented_77911305_003448.jpg,dark
dark_augmented_77923952_003900.jpg,dark
dark_augmented_77938570_003593.jpg,dark
dark_augmented_77999232_002437.jpg,dark
dark_augmented_78263418_004128.jpg,dark
dark_augmented_78702846_004315.jpg,dark
dark_augmented_78703056_002234.jpg,dark
dark_augmented_78765522_003666.jpg,dark
dark_augmented_79040803_004445.jpg,dark
dark_augmented_79214807_004322.jpg,dark
dark_augmented_79333249_003467.jpg,dark
dark_augmented_79371579_002993.jpg,dark
dark_augmented_80270290_003213.jpg,dark
dark_augmented_80430649_001189.jpg,dark
dark_augmented_80669048_004453.jpg,dark
dark_augmented_80679301_003566.jpg,dark
dark_augmented_80706854_001116.jpg,dark
dark_augmented_81065662_000663.jpg,dark
dark_augmented_81154825_000561.jpg,dark
dark_augmented_81155646_000911.jpg,dark
dark_augmented_81180205_001130.jpg,dark
dark_augmented_81460014_001104.jpg,dark
dark_augmented_81494101_003789.jpg,dark
dark_augmented_81604291_001771.jpg,dark
dark_augmented_81675370_000885.jpg,dark
dark_augmented_81880247_001939.jpg,dark
dark_augmented_82165909_004199.jpg,dark
dark_augmented_82395282_004100.jpg,dark
dark_augmented_82673166_000766.jpg,dark
dark_augmented_82691398_001155.jpg,dark
dark_augmented_82946969_004324.jpg,dark
dark_augmented_82980626_001495.jpg,dark
dark_augmented_83160178_000387.jpg,dark
dark_augmented_83380997_002399.jpg,dark
dark_augmented_83406095_002548.jpg,dark
dark_augmented_83697260_001004.jpg,dark
dark_augmented_84699169_002384.jpg,dark
dark_augmented_84882983_004097.jpg,dark
dark_augmented_84920058_001253.jpg,dark
dark_augmented_85025376_001193.jpg,dark
dark_augmented_85094687_004447.jpg,dark
dark_augmented_85101855_000969.jpg,dark
dark_augmented_85154415_004785.jpg,dark
dark_augmented_86084004_000373.jpg,dark
dark_augmented_86327169_002146.jpg,dark
dark_augmented_87075302_001066.jpg,dark
dark_augmented_87388779_003944.jpg,dark
dark_augmented_87681646_001948.jpg,dark
dark_augmented_87689658_003654.jpg,dark
dark_augmented_87789505_004110.jpg,dark
dark_augmented_88048000_001489.jpg,dark
dark_augmented_89257404_000167.jpg,dark
dark_augmented_89540330_003774.jpg,dark
dark_augmented_90635729_000826.jpg,dark
dark_augmented_91641240_000732.jpg,dark
dark_augmented_91752717_001197.jpg,dark
dark_augmented_91970977_001042.jpg,dark
dark_augmented_92492039_002454.jpg,dark
dark_augmented_92997336_000788.jpg,dark
dark_augmented_93404379_000383.jpg,dark
dark_augmented_93406560_004372.jpg,dark
dark_augmented_93668271_002830.jpg,dark
dark_augmented_95357413_000925.jpg,dark
dark_augmented_96337851_001804.jpg,dark
dark_augmented_image_10545_000528.jpg,dark
dark_augmented_image_2561_000618.jpg,dark
dark_augmented_image_3622_002736.jpg,dark
dark_augmented_image_3708_004249.jpg,dark
dark_augmented_image_8257_002395.jpg,dark
dark_augmented_image_9253_000050.jpg,dark
dark_augmented_rotation1_105943829_003992.jpg,dark
dark_augmented_rotation1_107217322_002067.jpg,dark
dark_augmented_rotation1_39251957_003878.jpg,dark
dark_augmented_rotation1_39252018_004488.jpg,dark
dark_augmented_rotation1_42932747_004477.jpg,dark
dark_augmented_rotation1_43615605_004047.jpg,dark
dark_augmented_rotation1_44981770_002875.jpg,dark
dark_augmented_rotation1_44991031_003833.jpg,dark
dark_augmented_rotation1_47287501_003729.jpg,dark
dark_augmented_rotation1_47730809_000843.jpg,dark
dark_augmented_rotation1_47789913_000085.jpg,dark
dark_augmented_rotation1_48800491_003681.jpg,dark
dark_augmented_rotation1_49180379_001653.jpg,dark
dark_augmented_rotation1_50072179_002869.jpg,dark
dark_augmented_rotation1_55121953_000570.jpg,dark
dark_augmented_rotation1_55320994_000166.jpg,dark
dark_augmented_rotation1_55517981_001647.jpg,dark
dark_augmented_rotation1_57190710_004685.jpg,dark
dark_augmented_rotation1_58733982_000650.jpg,dark
dark_augmented_rotation1_58734018_000893.jpg,dark
dark_augmented_rotation1_58768842_003253.jpg,dark
dark_augmented_rotation1_58790701_002400.jpg,dark
dark_augmented_rotation1_58914955_000132.jpg,dark
dark_augmented_rotation1_59024565_000137.jpg,dark
dark_augmented_rotation1_59403742_000395.jpg,dark
dark_augmented_rotation1_59404224_001237.jpg,dark
dark_augmented_rotation1_59460264_004549.jpg,dark
dark_augmented_rotation1_59884976_000364.jpg,dark
dark_augmented_rotation1_59885951_003064.jpg,dark
dark_augmented_rotation1_59962412_004409.jpg,dark
dark_augmented_rotation1_60951155_002742.jpg,dark
dark_augmented_rotation1_62200960_002362.jpg,dark
dark_augmented_rotation1_62999656_003240.jpg,dark
dark_augmented_rotation1_63339159_000726.jpg,dark
dark_augmented_rotation1_64034374_002338.jpg,dark
dark_augmented_rotation1_64116599_003170.jpg,dark
dark_augmented_rotation1_64318991_003033.jpg,dark
dark_augmented_rotation1_64319119_000308.jpg,dark
dark_augmented_rotation1_64809969_001970.jpg,dark
dark_augmented_rotation1_64810003_001731.jpg,dark
dark_augmented_rotation1_65190385_003428.jpg,dark
dark_augmented_rotation1_65558739_004308.jpg,dark
dark_augmented_rotation1_65576341_000754.jpg,dark
dark_augmented_rotation1_66046196_002287.jpg,dark
dark_augmented_rotation1_66284182_000576.jpg,dark
dark_augmented_rotation1_66302519_003856.jpg,dark
dark_augmented_rotation1_66650657_002385.jpg,dark
dark_augmented_rotation1_67359409_003916.jpg,dark
dark_augmented_rotation1_67440200_002289.jpg,dark
dark_augmented_rotation1_68028435_001068.jpg,dark
dark_augmented_rotation1_68779429_004714.jpg,dark
dark_augmented_rotation1_69875342_001510.jpg,dark
dark_augmented_rotation1_70059419_000739.jpg,dark
dark_augmented_rotation1_70293799_000527.jpg,dark
dark_augmented_rotation1_70914337_001721.jpg,dark
dark_augmented_rotation1_70988598_000243.jpg,dark
dark_augmented_rotation1_71015091_002148.jpg,dark
dark_augmented_rotation1_71736072_003653.jpg,dark
dark_augmented_rotation1_72308788_001713.jpg,dark
dark_augmented_rotation1_72718711_004738.jpg,dark
dark_augmented_rotation1_72994319_000221.jpg,dark
dark_augmented_rotation1_73631212_004734.jpg,dark
dark_augmented_rotation1_73924095_002255.jpg,dark
dark_augmented_rotation1_74013957_000671.jpg,dark
dark_augmented_rotation1_74116352_003393.jpg,dark
dark_augmented_rotation1_74851320_003319.jpg,dark
dark_augmented_rotation1_74852183_000456.jpg,dark
dark_augmented_rotation1_75156564_004223.jpg,dark
dark_augmented_rotation1_75436758_001741.jpg,dark
dark_augmented_rotation1_75524545_003129.jpg,dark
dark_augmented_rotation1_75779083_002283.jpg,dark
dark_augmented_rotation1_75795829_002532.jpg,dark
dark_augmented_rotation1_76008328_000516.jpg,dark
dark_augmented_rotation1_76266642_001972.jpg,dark
dark_augmented_rotation1_76266841_004706.jpg,dark
dark_augmented_rotation1_76609275_003069.jpg,dark
dark_augmented_rotation1_76687736_003067.jpg,dark
dark_augmented_rotation1_76788615_002073.jpg,dark
dark_augmented_rotation1_76817534_003470.jpg,dark
dark_augmented_rotation1_76956590_000398.jpg,dark
dark_augmented_rotation1_77002561_000415.jpg,dark
dark_augmented_rotation1_77025837_004194.jpg,dark
dark_augmented_rotation1_77026142_000281.jpg,dark
dark_augmented_rotation1_77146013_000993.jpg,dark
dark_augmented_rotation1_77320255_001838.jpg,dark
dark_augmented_rotation1_77563987_000924.jpg,dark
dark_augmented_rotation1_77606524_004277.jpg,dark
dark_augmented_rotation1_77607595_004494.jpg,dark
dark_augmented_rotation1_77612988_000207.jpg,dark
dark_augmented_rotation1_77911305_004594.jpg,dark
dark_augmented_rotation1_77923952_003472.jpg,dark
dark_augmented_rotation1_77938570_002954.jpg,dark
dark_augmented_rotation1_78239669_004656.jpg,dark
dark_augmented_rotation1_78579836_000309.jpg,dark
dark_augmented_rotation1_78702846_004256.jpg,dark
dark_augmented_rotation1_78703056_000362.jpg,dark
dark_augmented_rotation1_78840891_000936.jpg,dark
dark_augmented_rotation1_78992422_002837.jpg,dark
dark_augmented_rotation1_79040803_002822.jpg,dark
dark_augmented_rotation1_79958119_004586.jpg,dark
dark_augmented_rotation1_80270290_001768.jpg,dark
dark_augmented_rotation1_80430649_000390.jpg,dark
dark_augmented_rotation1_80497880_004690.jpg,dark
dark_augmented_rotation1_80679301_001501.jpg,dark
dark_augmented_rotation1_81065662_004648.jpg,dark
dark_augmented_rotation1_81154825_003216.jpg,dark
dark_augmented_rotation1_81155646_000175.jpg,dark
dark_augmented_rotation1_81494101_001218.jpg,dark
dark_augmented_rotation1_81538819_000475.jpg,dark
dark_augmented_rotation1_81675370_004326.jpg,dark
dark_augmented_rotation1_82165909_001547.jpg,dark
dark_augmented_rotation1_82223400_001716.jpg,dark
dark_augmented_rotation1_82395282_003607.jpg,dark
dark_augmented_rotation1_82673166_000195.jpg,dark
dark_augmented_rotation1_82691398_004338.jpg,dark
dark_augmented_rotation1_82946969_000828.jpg,dark
dark_augmented_rotation1_82980626_004772.jpg,dark
dark_augmented_rotation1_83138642_001651.jpg,dark
dark_augmented_rotation1_83160178_000227.jpg,dark
dark_augmented_rotation1_83161519_004061.jpg,dark
dark_augmented_rotation1_83406095_002087.jpg,dark
dark_augmented_rotation1_83582887_004461.jpg,dark
dark_augmented_rotation1_84356907_004703.jpg,dark
dark_augmented_rotation1_84699169_002693.jpg,dark
dark_augmented_rotation1_84738451_004204.jpg,dark
dark_augmented_rotation1_84882983_002030.jpg,dark
dark_augmented_rotation1_85025376_004757.jpg,dark
dark_augmented_rotation1_85101855_000135.jpg,dark
dark_augmented_rotation1_85154415_003005.jpg,dark
dark_augmented_rotation1_85515747_004125.jpg,dark
dark_augmented_rotation1_86220101_001868.jpg,dark
dark_augmented_rotation1_86327169_001865.jpg,dark
dark_augmented_rotation1_86804864_004002.jpg,dark
dark_augmented_rotation1_87075302_003088.jpg,dark
dark_augmented_rotation1_87388779_001440.jpg,dark
dark_augmented_rotation1_87504020_000808.jpg,dark
dark_augmented_rotation1_87681646_003522.jpg,dark
dark_augmented_rotation1_87789505_001784.jpg,dark
dark_augmented_rotation1_88851665_000658.jpg,dark
dark_augmented_rotation1_88907284_004384.jpg,dark
dark_augmented_rotation1_89540330_002135.jpg,dark
dark_augmented_rotation1_90635729_000356.jpg,dark
dark_augmented_rotation1_91641240_004607.jpg,dark
dark_augmented_rotation1_91970977_000089.jpg,dark
dark_augmented_rotation1_92492039_002220.jpg,dark
dark_augmented_rotation1_93404379_004436.jpg,dark
dark_augmented_rotation1_93406560_003035.jpg,dark
dark_augmented_rotation1_93668271_002525.jpg,dark
dark_augmented_rotation1_94740942_004059.jpg,dark
dark_augmented_rotation1_95226316_001186.jpg,dark
dark_augmented_rotation1_95357413_002310.jpg,dark
dark_augmented_rotation1_96337851_004487.jpg,dark
dark_augmented_rotation1_96467937_002862.jpg,dark
dark_augmented_rotation1_96488311_004775.jpg,dark
dark_augmented_rotation1_augmented_104412423_001503.jpg,dark
dark_augmented_rotation1_augmented_104880284_003671.jpg,dark
dark_augmented_rotation1_augmented_105943829_003555.jpg,dark
dark_augmented_rotation1_augmented_107217322_001652.jpg,dark
dark_augmented_rotation1_augmented_42932747_000187.jpg,dark
dark_augmented_rotation1_augmented_44981770_001436.jpg,dark
dark_augmented_rotation1_augmented_44990958_004569.jpg,dark
dark_augmented_rotation1_augmented_44991031_003772.jpg,dark
dark_augmented_rotation1_augmented_45869598_001840.jpg,dark
dark_augmented_rotation1_augmented_47730809_002406.jpg,dark
dark_augmented_rotation1_augmented_48474567_004761.jpg,dark
dark_augmented_rotation1_augmented_48800491_004434.jpg,dark
dark_augmented_rotation1_augmented_48844255_000563.jpg,dark
dark_augmented_rotation1_augmented_49082496_003433.jpg,dark
dark_augmented_rotation1_augmented_49180379_000727.jpg,dark
dark_augmented_rotation1_augmented_50072179_004751.jpg,dark
dark_augmented_rotation1_augmented_53277174_000307.jpg,dark
dark_augmented_rotation1_augmented_55121953_002390.jpg,dark
dark_augmented_rotation1_augmented_55517981_004301.jpg,dark
dark_augmented_rotation1_augmented_58279588_000119.jpg,dark
dark_augmented_rotation1_augmented_58733982_004557.jpg,dark
dark_augmented_rotation1_augmented_58790701_004232.jpg,dark
dark_augmented_rotation1_augmented_58914955_004222.jpg,dark
dark_augmented_rotation1_augmented_58915915_001887.jpg,dark
dark_augmented_rotation1_augmented_59024565_001054.jpg,dark
dark_augmented_rotation1_augmented_59458539_002996.jpg,dark
dark_augmented_rotation1_augmented_59460264_001093.jpg,dark
dark_augmented_rotation1_augmented_59941067_002887.jpg,dark
dark_augmented_rotation1_augmented_60160036_003682.jpg,dark
dark_augmented_rotation1_augmented_60304424_002054.jpg,dark
dark_augmented_rotation1_augmented_60305058_000226.jpg,dark
dark_augmented_rotation1_augmented_60333194_002288.jpg,dark
dark_augmented_rotation1_augmented_60951155_000158.jpg,dark
dark_augmented_rotation1_augmented_62207076_004148.jpg,dark
dark_augmented_rotation1_augmented_62230711_004692.jpg,dark
dark_augmented_rotation1_augmented_62409781_002077.jpg,dark
dark_augmented_rotation1_augmented_63800127_002586.jpg,dark
dark_augmented_rotation1_augmented_64034374_002609.jpg,dark
dark_augmented_rotation1_augmented_64116599_004749.jpg,dark
dark_augmented_rotation1_augmented_64318991_003468.jpg,dark
dark_augmented_rotation1_augmented_64319119_001822.jpg,dark
dark_augmented_rotation1_augmented_64809969_003585.jpg,dark
dark_augmented_rotation1_augmented_64824179_003766.jpg,dark
dark_augmented_rotation1_augmented_65558739_000402.jpg,dark
dark_augmented_rotation1_augmented_65576341_000088.jpg,dark
dark_augmented_rotation1_augmented_65578502_001122.jpg,dark
dark_augmented_rotation1_augmented_65649144_001082.jpg,dark
dark_augmented_rotation1_augmented_66284182_003171.jpg,dark
dark_augmented_rotation1_augmented_66302519_000389.jpg,dark
dark_augmented_rotation1_augmented_66650657_003091.jpg,dark
dark_augmented_rotation1_augmented_67440200_001965.jpg,dark
dark_augmented_rotation1_augmented_68028435_000359.jpg,dark
dark_augmented_rotation1_augmented_68779429_002543.jpg,dark
dark_augmented_rotation1_augmented_69231124_001324.jpg,dark
dark_augmented_rotation1_augmented_70988598_002617.jpg,dark
dark_augmented_rotation1_augmented_72308788_000434.jpg,dark
dark_augmented_rotation1_augmented_72994319_002490.jpg,dark
dark_augmented_rotation1_augmented_73911939_001073.jpg,dark
dark_augmented_rotation1_augmented_73924095_001872.jpg,dark
dark_augmented_rotation1_augmented_74116352_002884.jpg,dark
dark_augmented_rotation1_augmented_74851320_002282.jpg,dark
dark_augmented_rotation1_augmented_74852183_004402.jpg,dark
dark_augmented_rotation1_augmented_74984206_001696.jpg,dark
dark_augmented_rotation1_augmented_75442317_000004.jpg,dark
dark_augmented_rotation1_augmented_75795829_001430.jpg,dark
dark_augmented_rotation1_augmented_76008328_003203.jpg,dark
dark_augmented_rotation1_augmented_76258531_001021.jpg,dark
dark_augmented_rotation1_augmented_76266841_003853.jpg,dark
dark_augmented_rotation1_augmented_76301321_002040.jpg,dark
dark_augmented_rotation1_augmented_76341894_004732.jpg,dark
dark_augmented_rotation1_augmented_76609275_000814.jpg,dark
dark_augmented_rotation1_augmented_76788615_004771.jpg,dark
dark_augmented_rotation1_augmented_76817534_000000.jpg,dark
dark_augmented_rotation1_augmented_77025837_003839.jpg,dark
dark_augmented_rotation1_augmented_77026142_000868.jpg,dark
dark_augmented_rotation1_augmented_77146013_002242.jpg,dark
dark_augmented_rotation1_augmented_77237392_000143.jpg,dark
dark_augmented_rotation1_augmented_77320255_003902.jpg,dark
dark_augmented_rotation1_augmented_77563987_002670.jpg,dark
dark_augmented_rotation1_augmented_77606524_003352.jpg,dark
dark_augmented_rotation1_augmented_77832360_004359.jpg,dark
dark_augmented_rotation1_augmented_77923952_003290.jpg,dark
dark_augmented_rotation1_augmented_77938570_003923.jpg,dark
dark_augmented_rotation1_augmented_77999232_002957.jpg,dark
dark_augmented_rotation1_augmented_78239669_002933.jpg,dark
dark_augmented_rotation1_augmented_78263418_000290.jpg,dark
dark_augmented_rotation1_augmented_78409703_000718.jpg,dark
dark_augmented_rotation1_augmented_78579836_002472.jpg,dark
dark_augmented_rotation1_augmented_78635872_001165.jpg,dark
dark_augmented_rotation1_augmented_78702846_000904.jpg,dark
dark_augmented_rotation1_augmented_78703056_002828.jpg,dark
dark_augmented_rotation1_augmented_78765522_000689.jpg,dark
dark_augmented_rotation1_augmented_78840891_004647.jpg,dark
dark_augmented_rotation1_augmented_78992422_004747.jpg,dark
dark_augmented_rotation1_augmented_79214807_003197.jpg,dark
dark_augmented_rotation1_augmented_79371579_003017.jpg,dark
dark_augmented_rotation1_augmented_79958119_000921.jpg,dark
dark_augmented_rotation1_augmented_80270290_004729.jpg,dark
dark_augmented_rotation1_augmented_80430649_003670.jpg,dark
dark_augmented_rotation1_augmented_80497880_001379.jpg,dark
dark_augmented_rotation1_augmented_80706854_002277.jpg,dark
dark_augmented_rotation1_augmented_81065662_002100.jpg,dark
dark_augmented_rotation1_augmented_81538819_002529.jpg,dark
dark_augmented_rotation1_augmented_81604291_002417.jpg,dark
dark_augmented_rotation1_augmented_81770482_001777.jpg,dark
dark_augmented_rotation1_augmented_82691398_004265.jpg,dark
dark_augmented_rotation1_augmented_83582887_003532.jpg,dark
dark_augmented_rotation1_augmented_84372553_000230.jpg,dark
dark_augmented_rotation1_augmented_84735792_002157.jpg,dark
dark_augmented_rotation1_augmented_84882983_002704.jpg,dark
dark_augmented_rotation1_augmented_85025376_001852.jpg,dark
dark_augmented_rotation1_augmented_85094687_000673.jpg,dark
dark_augmented_rotation1_augmented_85154415_000686.jpg,dark
dark_augmented_rotation1_augmented_85492973_002986.jpg,dark
dark_augmented_rotation1_augmented_85515747_003810.jpg,dark
dark_augmented_rotation1_augmented_85621099_003863.jpg,dark
dark_augmented_rotation1_augmented_86084004_004638.jpg,dark
dark_augmented_rotation1_augmented_86804864_003921.jpg,dark
dark_augmented_rotation1_augmented_86833606_002171.jpg,dark
dark_augmented_rotation1_augmented_87504020_000261.jpg,dark
dark_augmented_rotation1_augmented_88048000_003382.jpg,dark
dark_augmented_rotation1_augmented_88907284_003959.jpg,dark
dark_augmented_rotation1_augmented_90635729_000545.jpg,dark
dark_augmented_rotation1_augmented_91641240_001213.jpg,dark
dark_augmented_rotation1_augmented_91752717_000273.jpg,dark
dark_augmented_rotation1_augmented_93404379_000720.jpg,dark
dark_augmented_rotation1_augmented_93406560_000447.jpg,dark
dark_augmented_rotation1_augmented_93668271_000575.jpg,dark
dark_augmented_rotation1_augmented_94740942_004113.jpg,dark
dark_augmented_rotation1_augmented_95226316_000318.jpg,dark
dark_augmented_rotation1_augmented_95353409_003416.jpg,dark
dark_augmented_rotation1_augmented_96467937_004686.jpg,dark
dark_augmented_rotation1_augmented_image_2415_004760.jpg,dark
dark_augmented_rotation1_augmented_image_2561_001037.jpg,dark
dark_augmented_rotation1_augmented_image_3289_003650.jpg,dark
dark_augmented_rotation1_augmented_image_3708_002226.jpg,dark
dark_augmented_rotation1_augmented_image_4440_004601.jpg,dark
dark_augmented_rotation1_augmented_image_5507_003625.jpg,dark
dark_augmented_rotation1_augmented_image_5600_000815.jpg,dark
dark_augmented_rotation1_augmented_image_6421_003524.jpg,dark
dark_augmented_rotation1_augmented_image_7836_001927.jpg,dark
dark_augmented_rotation1_augmented_image_8006_001471.jpg,dark
dark_augmented_rotation1_augmented_image_9253_003424.jpg,dark
dark_augmented_rotation1_image_10545_003445.jpg,dark
dark_augmented_rotation1_image_2676_001210.jpg,dark
